Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
-5.2,30,4.0,0.86,12.0,Saturday,Noon,0.0,Winter,239
-4.1,28,3.8,1.08,12.0,Saturday,Noon,0.0,Winter,252
-3.7,23,4.0,1.12,12.0,Saturday,Noon,0.0,Winter,296
-3.4,22,4.3,1.07,12.0,Saturday,Noon,0.0,Winter,292
-3.3,22,5.0,0.86,12.0,Saturday,Noon,0.0,Winter,291
-3.3,24,3.5,0.54,12.0,Saturday,Noon,0.0,Winter,258
-4.6,26,2.6,0.17,12.0,Saturday,Evening,0.0,Winter,277
-5.3,28,3.5,0.0,12.0,Saturday,Evening,0.0,Winter,212
-6.0,32,2.4,0.0,12.0,Saturday,Evening,0.0,Winter,173
-6.6,37,3.4,0.0,12.0,Saturday,Evening,0.0,Winter,143
-7.1,39,3.2,0.0,12.0,Saturday,Evening,0.0,Winter,159
-7.6,41,1.6,0.0,12.0,Saturday,Evening,0.0,Winter,155
-8.0,41,2.2,0.0,12.0,Saturday,Night,0.0,Winter,142
-8.1,41,2.0,0.0,12.0,Sunday,Night,0.0,Winter,175
-8.4,40,1.6,0.0,12.0,Sunday,Night,0.0,Winter,146
-8.7,40,2.8,0.0,12.0,Sunday,Night,0.0,Winter,132
-9.0,40,3.1,0.0,12.0,Sunday,Night,0.0,Winter,100
-9.5,40,1.9,0.0,12.0,Sunday,Night,0.0,Winter,41
-9.7,41,3.1,0.0,12.0,Sunday,Night,0.0,Winter,31
-9.9,42,2.3,0.0,12.0,Sunday,Night,0.0,Winter,39
-10.2,42,2.3,0.0,12.0,Sunday,Morning,0.0,Winter,53
-10.7,43,0.9,0.0,12.0,Sunday,Morning,0.0,Winter,94
-10.5,38,1.1,0.19,12.0,Sunday,Morning,0.0,Winter,122
-8.5,31,1.5,0.58,12.0,Sunday,Morning,0.0,Winter,142
-7.2,29,1.8,0.88,12.0,Sunday,Noon,0.0,Winter,189
-4.9,25,2.6,1.08,12.0,Sunday,Noon,0.0,Winter,216
-4.5,25,3.2,1.14,12.0,Sunday,Noon,0.0,Winter,223
-3.2,26,3.1,1.07,12.0,Sunday,Noon,0.0,Winter,268
-2.5,28,2.0,0.85,12.0,Sunday,Noon,0.0,Winter,278
-2.7,31,2.3,0.54,12.0,Sunday,Noon,0.0,Winter,256
-3.8,35,2.4,0.17,12.0,Sunday,Evening,0.0,Winter,266
-4.7,37,1.8,0.01,12.0,Sunday,Evening,0.0,Winter,204
-5.6,39,1.1,0.0,12.0,Sunday,Evening,0.0,Winter,157
-6.0,42,0.8,0.0,12.0,Sunday,Evening,0.0,Winter,166
-6.5,45,0.7,0.0,12.0,Sunday,Evening,0.0,Winter,168
-6.6,50,0.6,0.0,12.0,Sunday,Evening,0.0,Winter,172
-6.9,53,0.7,0.0,12.0,Sunday,Night,0.0,Winter,138
-5.9,50,0.6,0.0,12.0,Monday,Night,0.0,Winter,151
-5.3,48,0.4,0.0,12.0,Monday,Night,0.0,Winter,97
-5.0,65,0.4,0.0,12.0,Monday,Night,0.0,Winter,38
-5.3,76,1.0,0.0,12.0,Monday,Night,0.0,Winter,32
-5.4,81,0.7,0.0,12.0,Monday,Night,0.0,Winter,29
-5.3,81,0.9,0.0,12.0,Monday,Night,0.0,Winter,27
-5.2,85,0.9,0.0,12.0,Monday,Night,0.0,Winter,45
-5.0,85,0.7,0.0,12.0,Monday,Morning,0.0,Winter,96
-4.6,86,1.2,0.0,12.0,Monday,Morning,0.0,Winter,146
-4.3,89,1.0,0.0,12.0,Monday,Morning,0.0,Winter,52
-3.7,87,1.0,0.03,12.0,Monday,Morning,0.0,Winter,36
-2.9,85,1.2,0.06,12.0,Monday,Noon,0.0,Winter,44
-1.8,83,1.2,0.09,12.0,Monday,Noon,0.0,Winter,62
-0.9,84,1.2,0.09,12.0,Monday,Noon,0.0,Winter,76
0.5,76,0.9,0.17,12.0,Monday,Noon,0.0,Winter,116
1.6,73,0.9,0.6,12.0,Monday,Noon,0.0,Winter,137
1.8,76,0.8,0.47,12.0,Monday,Noon,0.0,Winter,181
0.4,84,0.8,0.15,12.0,Monday,Evening,0.0,Winter,175
0.0,88,0.6,0.0,12.0,Monday,Evening,0.0,Winter,281
1.3,65,1.1,0.0,12.0,Monday,Evening,0.0,Winter,198
3.3,65,3.2,0.0,12.0,Monday,Evening,0.0,Winter,165
2.8,73,2.4,0.0,12.0,Monday,Evening,0.0,Winter,148
1.5,82,2.4,0.0,12.0,Monday,Evening,0.0,Winter,160
0.1,81,2.9,0.0,12.0,Monday,Night,0.0,Winter,128
-1.0,73,2.3,0.0,12.0,Tuesday,Night,0.0,Winter,122
-2.0,72,0.8,0.0,12.0,Tuesday,Night,0.0,Winter,122
-2.7,72,0.9,0.0,12.0,Tuesday,Night,0.0,Winter,93
-2.8,58,1.6,0.0,12.0,Tuesday,Night,0.0,Winter,55
-2.9,59,1.8,0.0,12.0,Tuesday,Night,0.0,Winter,39
-3.9,66,0.7,0.0,12.0,Tuesday,Night,0.0,Winter,55
-4.3,70,1.6,0.0,12.0,Tuesday,Night,0.0,Winter,78
-4.4,64,2.8,0.0,12.0,Tuesday,Morning,0.0,Winter,165
-5.2,58,2.2,0.0,12.0,Tuesday,Morning,0.0,Winter,390
-5.3,48,2.6,0.18,12.0,Tuesday,Morning,0.0,Winter,199
-4.6,41,2.8,0.57,12.0,Tuesday,Morning,0.0,Winter,151
-3.5,35,2.2,0.87,12.0,Tuesday,Noon,0.0,Winter,174
-2.5,31,2.6,1.08,12.0,Tuesday,Noon,0.0,Winter,191
-2.2,25,3.2,1.17,12.0,Tuesday,Noon,0.0,Winter,189
-2.2,23,3.7,1.09,12.0,Tuesday,Noon,0.0,Winter,178
-1.3,26,3.0,0.91,12.0,Tuesday,Noon,0.0,Winter,195
-1.8,31,3.1,0.56,12.0,Tuesday,Noon,0.0,Winter,211
-2.7,35,1.8,0.18,12.0,Tuesday,Evening,0.0,Winter,256
-3.8,42,3.3,0.0,12.0,Tuesday,Evening,0.0,Winter,384
-4.5,51,2.0,0.0,12.0,Tuesday,Evening,0.0,Winter,276
-4.9,55,2.0,0.0,12.0,Tuesday,Evening,0.0,Winter,225
-5.0,57,1.9,0.0,12.0,Tuesday,Evening,0.0,Winter,224
-5.5,56,1.5,0.0,12.0,Tuesday,Evening,0.0,Winter,213
-5.8,57,1.7,0.0,12.0,Tuesday,Night,0.0,Winter,149
-6.5,63,1.5,0.0,12.0,Wednesday,Night,0.0,Winter,142
-7.3,67,1.1,0.0,12.0,Wednesday,Night,0.0,Winter,172
-7.8,68,0.9,0.0,12.0,Wednesday,Night,0.0,Winter,108
-8.1,70,1.3,0.0,12.0,Wednesday,Night,0.0,Winter,71
-8.5,73,1.0,0.0,12.0,Wednesday,Night,0.0,Winter,38
-8.3,67,0.9,0.0,12.0,Wednesday,Night,0.0,Winter,56
-8.2,66,0.9,0.0,12.0,Wednesday,Night,0.0,Winter,97
-8.1,67,0.9,0.0,12.0,Wednesday,Morning,0.0,Winter,213
-7.8,65,1.1,0.0,12.0,Wednesday,Morning,0.0,Winter,466
-6.7,62,1.1,0.09,12.0,Wednesday,Morning,0.0,Winter,239
-5.4,56,1.1,0.28,12.0,Wednesday,Morning,0.0,Winter,162
-4.2,51,1.1,0.4,12.0,Wednesday,Noon,0.0,Winter,204
-3.2,49,1.3,0.53,12.0,Wednesday,Noon,0.0,Winter,209
-1.3,43,1.0,0.8,12.0,Wednesday,Noon,0.0,Winter,228
-0.5,44,1.0,0.71,12.0,Wednesday,Noon,0.0,Winter,243
-0.2,45,1.0,0.41,12.0,Wednesday,Noon,0.0,Winter,240
-0.5,48,1.1,0.12,12.0,Wednesday,Noon,0.0,Winter,225
-0.9,70,1.1,0.02,12.0,Wednesday,Evening,0.0,Winter,237
-1.4,79,1.6,0.0,12.0,Wednesday,Evening,0.0,Winter,329
-1.5,81,1.8,0.0,12.0,Wednesday,Evening,0.0,Winter,190
-1.9,86,0.9,0.0,12.0,Wednesday,Evening,0.0,Winter,165
-2.0,83,1.2,0.0,12.0,Wednesday,Evening,0.0,Winter,197
-1.6,82,0.4,0.0,12.0,Wednesday,Evening,0.0,Winter,184
-1.1,87,1.4,0.0,12.0,Wednesday,Night,0.0,Winter,153
-1.3,90,2.0,0.0,12.0,Thursday,Night,0.0,Winter,166
-1.8,90,1.6,0.0,12.0,Thursday,Night,0.0,Winter,189
-2.2,88,1.4,0.0,12.0,Thursday,Night,0.0,Winter,132
-2.9,89,1.3,0.0,12.0,Thursday,Night,0.0,Winter,79
-3.6,91,1.2,0.0,12.0,Thursday,Night,0.0,Winter,58
-4.3,91,1.5,0.0,12.0,Thursday,Night,0.0,Winter,49
-4.8,91,1.1,0.0,12.0,Thursday,Night,0.0,Winter,84
-5.3,90,1.1,0.0,12.0,Thursday,Morning,0.0,Winter,178
-5.6,89,0.9,0.0,12.0,Thursday,Morning,0.0,Winter,423
-5.3,88,0.4,0.21,12.0,Thursday,Morning,0.0,Winter,265
-3.0,71,0.7,0.67,12.0,Thursday,Morning,0.0,Winter,169
-0.7,62,0.7,0.77,12.0,Thursday,Noon,0.0,Winter,243
1.9,40,2.0,1.04,12.0,Thursday,Noon,0.0,Winter,290
3.2,42,1.8,1.08,12.0,Thursday,Noon,0.0,Winter,285
4.3,47,2.3,0.96,12.0,Thursday,Noon,0.0,Winter,255
4.4,46,1.4,0.78,12.0,Thursday,Noon,0.0,Winter,316
4.1,51,1.8,0.48,12.0,Thursday,Noon,0.0,Winter,301
2.9,60,1.3,0.16,12.0,Thursday,Evening,0.0,Winter,366
1.7,64,1.3,0.0,12.0,Thursday,Evening,0.0,Winter,531
0.8,71,0.9,0.0,12.0,Thursday,Evening,0.0,Winter,355
0.2,72,0.7,0.0,12.0,Thursday,Evening,0.0,Winter,288
-0.4,74,0.6,0.0,12.0,Thursday,Evening,0.0,Winter,248
-1.1,78,0.6,0.0,12.0,Thursday,Evening,0.0,Winter,252
-1.5,79,0.6,0.0,12.0,Thursday,Night,0.0,Winter,212
-1.7,79,0.5,0.0,12.0,Friday,Night,1.0,Winter,196
-1.6,79,0.6,0.0,12.0,Friday,Night,1.0,Winter,250
-1.1,79,0.7,0.0,12.0,Friday,Night,1.0,Winter,161
-0.6,76,0.5,0.0,12.0,Friday,Night,1.0,Winter,99
-0.3,76,0.9,0.0,12.0,Friday,Night,1.0,Winter,64
-0.2,73,0.8,0.0,12.0,Friday,Night,1.0,Winter,76
-0.1,71,0.8,0.0,12.0,Friday,Night,1.0,Winter,114
-0.3,72,0.7,0.0,12.0,Friday,Morning,1.0,Winter,283
-0.4,69,0.5,0.0,12.0,Friday,Morning,1.0,Winter,544
0.3,67,0.7,0.03,12.0,Friday,Morning,1.0,Winter,298
1.4,64,1.0,0.25,12.0,Friday,Morning,1.0,Winter,248
3.1,57,0.8,0.63,12.0,Friday,Noon,1.0,Winter,278
4.5,56,0.8,0.71,12.0,Friday,Noon,1.0,Winter,301
5.4,55,1.2,0.66,12.0,Friday,Noon,1.0,Winter,320
5.9,55,0.6,0.48,12.0,Friday,Noon,1.0,Winter,326
6.5,55,0.9,0.38,12.0,Friday,Noon,1.0,Winter,386
6.0,58,0.7,0.19,12.0,Friday,Noon,1.0,Winter,416
5.4,61,1.3,0.08,12.0,Friday,Evening,1.0,Winter,477
4.9,63,0.6,0.0,12.0,Friday,Evening,1.0,Winter,671
5.2,64,0.7,0.0,12.0,Friday,Evening,1.0,Winter,481
5.9,67,1.3,0.0,12.0,Friday,Evening,1.0,Winter,323
6.1,70,2.2,0.0,12.0,Friday,Evening,1.0,Winter,309
6.1,70,2.7,0.0,12.0,Friday,Evening,1.0,Winter,314
5.8,74,2.5,0.0,12.0,Friday,Night,1.0,Winter,249
5.8,75,1.9,0.0,12.0,Saturday,Night,0.0,Winter,282
5.7,75,1.7,0.0,12.0,Saturday,Night,0.0,Winter,337
5.6,76,1.6,0.0,12.0,Saturday,Night,0.0,Winter,312
5.4,77,1.6,0.0,12.0,Saturday,Night,0.0,Winter,230
5.3,79,0.9,0.0,12.0,Saturday,Night,0.0,Winter,120
5.0,81,1.2,0.0,12.0,Saturday,Night,0.0,Winter,59
5.1,81,1.3,0.0,12.0,Saturday,Night,0.0,Winter,63
5.1,82,0.7,0.0,12.0,Saturday,Morning,0.0,Winter,99
5.1,83,0.9,0.0,12.0,Saturday,Morning,0.0,Winter,188
5.2,84,0.7,0.03,12.0,Saturday,Morning,0.0,Winter,239
5.4,82,1.2,0.13,12.0,Saturday,Morning,0.0,Winter,235
5.7,81,1.1,0.18,12.0,Saturday,Noon,0.0,Winter,282
7.0,72,1.9,0.64,12.0,Saturday,Noon,0.0,Winter,325
7.7,68,1.0,0.58,12.0,Saturday,Noon,0.0,Winter,423
8.6,63,1.6,0.72,12.0,Saturday,Noon,0.0,Winter,405
8.6,64,1.5,0.57,12.0,Saturday,Noon,0.0,Winter,443
8.2,64,1.0,0.32,12.0,Saturday,Noon,0.0,Winter,473
7.7,67,0.9,0.11,12.0,Saturday,Evening,0.0,Winter,453
6.6,73,0.4,0.0,12.0,Saturday,Evening,0.0,Winter,340
6.0,76,1.1,0.0,12.0,Saturday,Evening,0.0,Winter,260
5.9,75,1.5,0.0,12.0,Saturday,Evening,0.0,Winter,258
5.6,77,0.9,0.0,12.0,Saturday,Evening,0.0,Winter,279
5.3,79,0.6,0.0,12.0,Saturday,Evening,0.0,Winter,282
5.5,80,0.6,0.0,12.0,Saturday,Night,0.0,Winter,237
5.6,78,0.6,0.0,12.0,Sunday,Night,1.0,Winter,266
5.6,78,0.5,0.0,12.0,Sunday,Night,1.0,Winter,251
5.4,80,0.9,0.0,12.0,Sunday,Night,1.0,Winter,196
5.2,82,0.8,0.0,12.0,Sunday,Night,1.0,Winter,149
5.2,82,0.7,0.0,12.0,Sunday,Night,1.0,Winter,79
5.1,82,0.6,0.0,12.0,Sunday,Night,1.0,Winter,44
4.9,84,1.3,0.0,12.0,Sunday,Night,1.0,Winter,12
4.7,89,1.1,0.0,12.0,Sunday,Morning,1.0,Winter,3
4.6,91,1.7,0.0,12.0,Sunday,Morning,1.0,Winter,4
4.6,94,0.9,0.0,12.0,Sunday,Morning,1.0,Winter,3
4.8,96,0.6,0.04,12.0,Sunday,Morning,1.0,Winter,4
4.6,95,0.8,0.05,12.0,Sunday,Noon,1.0,Winter,9
4.1,91,0.8,0.07,12.0,Sunday,Noon,1.0,Winter,4
3.7,90,0.7,0.15,12.0,Sunday,Noon,1.0,Winter,7
3.3,90,2.5,0.19,12.0,Sunday,Noon,1.0,Winter,28
2.9,90,2.0,0.08,12.0,Sunday,Noon,1.0,Winter,38
2.3,91,3.3,0.07,12.0,Sunday,Noon,1.0,Winter,54
2.2,86,2.6,0.04,12.0,Sunday,Evening,1.0,Winter,104
1.9,82,4.3,0.01,12.0,Sunday,Evening,1.0,Winter,128
1.1,68,4.4,0.0,12.0,Sunday,Evening,1.0,Winter,132
0.6,67,3.3,0.0,12.0,Sunday,Evening,1.0,Winter,116
0.4,69,3.5,0.0,12.0,Sunday,Evening,1.0,Winter,145
0.2,69,2.7,0.0,12.0,Sunday,Evening,1.0,Winter,110
0.0,63,3.2,0.0,12.0,Sunday,Night,1.0,Winter,128
-0.6,64,2.4,0.0,12.0,Monday,Night,1.0,Winter,160
-1.2,57,4.3,0.0,12.0,Monday,Night,1.0,Winter,132
-1.8,53,4.1,0.0,12.0,Monday,Night,1.0,Winter,115
-2.3,52,3.4,0.0,12.0,Monday,Night,1.0,Winter,100
-3.0,51,3.2,0.0,12.0,Monday,Night,1.0,Winter,72
-3.7,51,2.6,0.0,12.0,Monday,Night,1.0,Winter,32
-4.1,50,3.0,0.0,12.0,Monday,Night,1.0,Winter,59
-4.6,46,2.8,0.0,12.0,Monday,Morning,1.0,Winter,61
-4.9,44,3.0,0.0,12.0,Monday,Morning,1.0,Winter,94
-4.6,40,3.5,0.18,12.0,Monday,Morning,1.0,Winter,107
-3.7,35,3.7,0.57,12.0,Monday,Morning,1.0,Winter,133
-2.8,35,2.9,0.87,12.0,Monday,Noon,1.0,Winter,179
-1.6,33,2.5,1.18,12.0,Monday,Noon,1.0,Winter,221
-1.5,33,3.8,1.18,12.0,Monday,Noon,1.0,Winter,244
-0.4,31,2.0,1.1,12.0,Monday,Noon,1.0,Winter,274
0.4,28,2.5,0.9,12.0,Monday,Noon,1.0,Winter,319
0.4,27,2.0,0.58,12.0,Monday,Noon,1.0,Winter,272
-0.7,29,2.0,0.21,12.0,Monday,Evening,1.0,Winter,260
-1.6,33,2.0,0.0,12.0,Monday,Evening,1.0,Winter,237
-1.8,41,2.1,0.0,12.0,Monday,Evening,1.0,Winter,184
-2.1,49,1.7,0.0,12.0,Monday,Evening,1.0,Winter,181
-1.7,51,1.7,0.0,12.0,Monday,Evening,1.0,Winter,185
-1.3,53,1.7,0.0,12.0,Monday,Evening,1.0,Winter,176
-1.0,55,1.9,0.0,12.0,Monday,Night,1.0,Winter,169
-1.4,58,1.0,0.0,12.0,Tuesday,Night,0.0,Winter,178
-1.5,62,1.3,0.0,12.0,Tuesday,Night,0.0,Winter,127
-2.1,69,1.0,0.0,12.0,Tuesday,Night,0.0,Winter,85
-2.6,70,1.0,0.0,12.0,Tuesday,Night,0.0,Winter,72
-2.6,72,1.4,0.0,12.0,Tuesday,Night,0.0,Winter,49
-2.9,77,0.8,0.0,12.0,Tuesday,Night,0.0,Winter,65
-2.8,73,0.7,0.0,12.0,Tuesday,Night,0.0,Winter,120
-2.9,73,1.9,0.0,12.0,Tuesday,Morning,0.0,Winter,296
-2.7,68,2.2,0.0,12.0,Tuesday,Morning,0.0,Winter,578
-2.8,52,2.9,0.16,12.0,Tuesday,Morning,0.0,Winter,293
-2.2,36,4.1,0.53,12.0,Tuesday,Morning,0.0,Winter,180
-2.1,28,4.9,0.87,12.0,Tuesday,Noon,0.0,Winter,250
-1.3,23,4.0,1.09,12.0,Tuesday,Noon,0.0,Winter,262
-2.0,15,4.7,1.18,12.0,Tuesday,Noon,0.0,Winter,262
-1.6,20,4.3,1.11,12.0,Tuesday,Noon,0.0,Winter,271
-1.9,17,5.0,0.93,12.0,Tuesday,Noon,0.0,Winter,246
-1.9,17,3.3,0.61,12.0,Tuesday,Noon,0.0,Winter,282
-3.6,20,3.7,0.23,12.0,Tuesday,Evening,0.0,Winter,350
-4.7,23,3.4,0.01,12.0,Tuesday,Evening,0.0,Winter,481
-5.4,27,3.0,0.0,12.0,Tuesday,Evening,0.0,Winter,317
-6.1,32,4.7,0.0,12.0,Tuesday,Evening,0.0,Winter,252
-6.6,39,3.2,0.0,12.0,Tuesday,Evening,0.0,Winter,220
-7.2,38,3.1,0.0,12.0,Tuesday,Evening,0.0,Winter,213
-7.5,37,3.1,0.0,12.0,Tuesday,Night,0.0,Winter,156
-7.9,37,2.2,0.0,12.0,Wednesday,Night,0.0,Winter,133
-8.2,39,1.8,0.0,12.0,Wednesday,Night,0.0,Winter,142
-8.6,37,1.5,0.0,12.0,Wednesday,Night,0.0,Winter,93
-9.1,37,1.0,0.0,12.0,Wednesday,Night,0.0,Winter,81
-9.1,33,2.3,0.0,12.0,Wednesday,Night,0.0,Winter,55
-9.4,36,1.9,0.0,12.0,Wednesday,Night,0.0,Winter,66
-9.8,37,1.7,0.0,12.0,Wednesday,Night,0.0,Winter,105
-10.1,38,2.3,0.0,12.0,Wednesday,Morning,0.0,Winter,262
-10.2,35,1.8,0.0,12.0,Wednesday,Morning,0.0,Winter,502
-9.8,33,2.0,0.17,12.0,Wednesday,Morning,0.0,Winter,279
-8.5,29,2.4,0.56,12.0,Wednesday,Morning,0.0,Winter,146
-6.8,28,2.1,0.88,12.0,Wednesday,Noon,0.0,Winter,213
-5.5,21,2.1,1.08,12.0,Wednesday,Noon,0.0,Winter,230
-4.7,18,3.7,1.16,12.0,Wednesday,Noon,0.0,Winter,258
-4.0,18,2.4,1.09,12.0,Wednesday,Noon,0.0,Winter,231
-3.1,16,2.2,0.9,12.0,Wednesday,Noon,0.0,Winter,228
-3.2,23,2.7,0.57,12.0,Wednesday,Noon,0.0,Winter,269
-4.2,26,2.2,0.2,12.0,Wednesday,Evening,0.0,Winter,314
-5.2,32,2.2,0.0,12.0,Wednesday,Evening,0.0,Winter,466
-5.5,31,2.1,0.0,12.0,Wednesday,Evening,0.0,Winter,315
-5.9,34,0.9,0.0,12.0,Wednesday,Evening,0.0,Winter,262
-6.4,34,1.2,0.0,12.0,Wednesday,Evening,0.0,Winter,242
-6.4,36,1.3,0.0,12.0,Wednesday,Evening,0.0,Winter,243
-6.3,39,0.9,0.0,12.0,Wednesday,Night,0.0,Winter,216
-6.5,41,1.7,0.0,12.0,Thursday,Night,0.0,Winter,164
-6.6,39,1.4,0.0,12.0,Thursday,Night,0.0,Winter,169
-6.6,34,1.8,0.0,12.0,Thursday,Night,0.0,Winter,163
-6.0,32,2.5,0.0,12.0,Thursday,Night,0.0,Winter,86
-5.8,32,1.6,0.0,12.0,Thursday,Night,0.0,Winter,50
-5.7,28,1.2,0.0,12.0,Thursday,Night,0.0,Winter,61
-5.5,24,0.5,0.0,12.0,Thursday,Night,0.0,Winter,103
-5.0,31,0.5,0.0,12.0,Thursday,Morning,0.0,Winter,257
-4.7,30,0.6,0.0,12.0,Thursday,Morning,0.0,Winter,554
-4.3,38,0.7,0.04,12.0,Thursday,Morning,0.0,Winter,326
-3.4,33,1.3,0.33,12.0,Thursday,Morning,0.0,Winter,225
-2.1,34,1.0,0.65,12.0,Thursday,Noon,0.0,Winter,288
-0.8,38,1.0,0.75,12.0,Thursday,Noon,0.0,Winter,286
0.8,46,1.4,0.8,12.0,Thursday,Noon,0.0,Winter,301
0.8,55,1.8,0.59,12.0,Thursday,Noon,0.0,Winter,311
0.4,57,2.4,0.36,12.0,Thursday,Noon,0.0,Winter,303
0.3,57,2.3,0.19,12.0,Thursday,Noon,0.0,Winter,390
0.2,58,2.0,0.08,12.0,Thursday,Evening,0.0,Winter,407
-0.6,62,1.6,0.0,12.0,Thursday,Evening,0.0,Winter,552
-0.4,62,0.9,0.0,12.0,Thursday,Evening,0.0,Winter,402
-0.3,62,1.3,0.0,12.0,Thursday,Evening,0.0,Winter,319
-0.2,62,0.6,0.0,12.0,Thursday,Evening,0.0,Winter,332
0.0,63,1.3,0.0,12.0,Thursday,Evening,0.0,Winter,285
0.1,63,1.1,0.0,12.0,Thursday,Night,0.0,Winter,260
0.2,63,0.7,0.0,12.0,Friday,Night,0.0,Winter,233
0.3,63,0.7,0.0,12.0,Friday,Night,0.0,Winter,269
0.5,63,1.0,0.0,12.0,Friday,Night,0.0,Winter,210
0.6,64,0.4,0.0,12.0,Friday,Night,0.0,Winter,135
0.6,65,0.4,0.0,12.0,Friday,Night,0.0,Winter,85
0.7,66,0.7,0.0,12.0,Friday,Night,0.0,Winter,67
0.8,68,0.6,0.0,12.0,Friday,Night,0.0,Winter,128
0.9,67,0.6,0.0,12.0,Friday,Morning,0.0,Winter,289
1.0,68,0.6,0.0,12.0,Friday,Morning,0.0,Winter,636
1.2,67,0.2,0.06,12.0,Friday,Morning,0.0,Winter,353
1.9,65,0.3,0.17,12.0,Friday,Morning,0.0,Winter,252
3.1,62,1.1,0.29,12.0,Friday,Noon,0.0,Winter,317
4.3,62,1.6,0.52,12.0,Friday,Noon,0.0,Winter,363
5.2,58,2.5,0.81,12.0,Friday,Noon,0.0,Winter,370
5.7,54,3.5,0.83,12.0,Friday,Noon,0.0,Winter,419
5.7,53,2.7,0.65,12.0,Friday,Noon,0.0,Winter,426
5.4,56,2.2,0.39,12.0,Friday,Noon,0.0,Winter,504
4.5,59,1.6,0.14,12.0,Friday,Evening,0.0,Winter,534
3.6,62,1.4,0.01,12.0,Friday,Evening,0.0,Winter,574
2.7,68,1.2,0.0,12.0,Friday,Evening,0.0,Winter,395
1.7,73,0.5,0.0,12.0,Friday,Evening,0.0,Winter,292
1.0,77,1.5,0.0,12.0,Friday,Evening,0.0,Winter,282
0.8,77,1.4,0.0,12.0,Friday,Evening,0.0,Winter,294
0.3,80,0.8,0.0,12.0,Friday,Night,0.0,Winter,236
-0.4,83,1.2,0.0,12.0,Saturday,Night,0.0,Winter,240
-0.5,83,0.7,0.0,12.0,Saturday,Night,0.0,Winter,234
-0.9,84,0.6,0.0,12.0,Saturday,Night,0.0,Winter,192
-1.1,83,0.8,0.0,12.0,Saturday,Night,0.0,Winter,127
-1.1,83,0.7,0.0,12.0,Saturday,Night,0.0,Winter,86
-1.2,81,0.8,0.0,12.0,Saturday,Night,0.0,Winter,52
-1.1,81,1.0,0.0,12.0,Saturday,Night,0.0,Winter,62
-0.7,79,0.7,0.0,12.0,Saturday,Morning,0.0,Winter,88
-0.4,78,0.5,0.0,12.0,Saturday,Morning,0.0,Winter,162
0.2,76,1.3,0.03,12.0,Saturday,Morning,0.0,Winter,224
0.8,73,0.5,0.15,12.0,Saturday,Morning,0.0,Winter,208
2.0,69,1.0,0.32,12.0,Saturday,Noon,0.0,Winter,237
3.2,64,0.8,0.47,12.0,Saturday,Noon,0.0,Winter,274
4.0,62,1.0,0.51,12.0,Saturday,Noon,0.0,Winter,333
4.3,60,1.2,0.4,12.0,Saturday,Noon,0.0,Winter,356
4.3,61,0.7,0.23,12.0,Saturday,Noon,0.0,Winter,337
4.1,63,0.7,0.13,12.0,Saturday,Noon,0.0,Winter,345
3.8,64,0.9,0.01,12.0,Saturday,Evening,0.0,Winter,183
3.0,84,1.7,0.0,12.0,Saturday,Evening,0.0,Winter,45
2.3,89,0.6,0.0,12.0,Saturday,Evening,0.0,Winter,40
1.9,90,0.9,0.0,12.0,Saturday,Evening,0.0,Winter,66
1.8,92,1.1,0.0,12.0,Saturday,Evening,0.0,Winter,64
1.8,92,1.2,0.0,12.0,Saturday,Evening,0.0,Winter,30
1.4,92,1.9,0.0,12.0,Saturday,Night,0.0,Winter,42
0.9,95,1.8,0.0,12.0,Sunday,Night,1.0,Winter,43
0.5,95,2.1,0.0,12.0,Sunday,Night,1.0,Winter,43
0.4,95,1.7,0.0,12.0,Sunday,Night,1.0,Winter,65
0.3,91,2.0,0.0,12.0,Sunday,Night,1.0,Winter,65
-0.2,87,3.5,0.0,12.0,Sunday,Night,1.0,Winter,32
-0.8,85,2.8,0.0,12.0,Sunday,Night,1.0,Winter,22
-1.3,84,2.4,0.0,12.0,Sunday,Night,1.0,Winter,25
-1.8,86,1.7,0.0,12.0,Sunday,Morning,1.0,Winter,39
-2.1,86,1.4,0.0,12.0,Sunday,Morning,1.0,Winter,84
-1.9,82,1.6,0.15,12.0,Sunday,Morning,1.0,Winter,103
-0.5,73,1.7,0.53,12.0,Sunday,Morning,1.0,Winter,110
0.8,62,2.8,0.88,12.0,Sunday,Noon,1.0,Winter,142
1.4,47,4.5,1.1,12.0,Sunday,Noon,1.0,Winter,209
2.5,36,3.7,1.15,12.0,Sunday,Noon,1.0,Winter,267
3.0,28,3.8,1.1,12.0,Sunday,Noon,1.0,Winter,262
3.1,25,3.9,0.9,12.0,Sunday,Noon,1.0,Winter,300
2.7,26,2.7,0.59,12.0,Sunday,Noon,1.0,Winter,272
1.7,30,2.9,0.22,12.0,Sunday,Evening,1.0,Winter,240
0.7,31,2.3,0.01,12.0,Sunday,Evening,1.0,Winter,215
0.0,31,2.2,0.0,12.0,Sunday,Evening,1.0,Winter,163
-1.0,32,0.9,0.0,12.0,Sunday,Evening,1.0,Winter,161
-1.6,35,1.0,0.0,12.0,Sunday,Evening,1.0,Winter,179
-2.1,36,1.7,0.0,12.0,Sunday,Evening,1.0,Winter,155
-2.6,40,0.6,0.0,12.0,Sunday,Night,1.0,Winter,227
